Periodo,Aguascalientes a/  ,Baja California a/  ,Baja California Sur a/  ,Campeche a/  ,Coahuila de Zaragoza a/  ,Colima a/  ,Chiapas a/  ,Chihuahua a/  ,Distrito Federal a/  ,Durango a/  ,Guanajuato a/  ,Guerrero a/  ,Hidalgo a/  ,Jalisco a/  ,México a/  ,Michoacán de Ocampo a/  ,Morelos a/  ,Nayarit a/  ,Nuevo León a/  ,Oaxaca a/  ,Puebla a/  ,Querétaro a/  ,Quintana Roo a/  ,San Luis Potosí a/  ,Sinaloa a/  ,Sonora a/  ,Tabasco a/  ,Tamaulipas a/  ,Tlaxcala a/  ,Veracruz de Ignacio de la Llave a/  ,Yucatán a/  ,Zacatecas a/  
2010/11,6.64406353,5.723259192,6.522191087,3.063895316,7.763102708,4.219275619,2.738353953,6.457301309,7.211301627,6.299995858,5.814353095,2.275349731,4.287526784,5.589142691,6.903102231,3.464480928,4.655394907,4.592489098,6.014238216,2.536580692,4.033839267,7.212918935,5.140087626,4.276653669,4.25932398,8.006172548,8.410369374,7.859722905,6.791082854,3.256199551,3.139050824,4.671551035
2010/12,6.952601383,5.331927923,5.679588034,2.708936514,6.915688429,4.40983398,2.770376745,5.534377989,6.445098938,5.623352177,5.788565326,2.102453425,3.934869444,5.486396448,6.527298258,3.493494227,3.878832039,3.816874171,5.78040274,2.574177242,4.151171133,7.137844082,5.060523547,4.261671675,4.060797388,7.542174179,8.173771193,7.677479051,6.573710298,3.779031766,2.471221664,5.142773731
2011/01,6.714011797,5.15189287,5.012651593,2.514902338,6.910422052,4.862811809,2.722904536,6.530658322,6.081354217,6.933072396,6.848714002,2.182561087,4.322047838,5.147141999,6.233274609,3.023521067,3.699221586,4.187477412,6.173802129,3.014178045,4.254833559,6.677546375,4.790585354,3.796874059,4.018863135,6.702580262,7.380214621,6.998802482,6.892862123,3.795006484,2.579221346,5.443560563
2011/02,6.555556723,5.30978352,5.062687212,2.3639504,6.153581386,4.913183366,2.453488706,6.603951749,6.111679269,6.540915303,6.972276774,1.831030703,4.632371348,4.898927288,6.44647741,3.168099966,3.315748829,3.900730003,6.186399378,3.13651849,4.554483394,6.373076149,4.729131583,4.021929269,4.263217863,6.804927896,6.719679293,7.153308446,7.23262042,4.286917516,2.814146677,6.323432966
2011/03,6.123687573,5.429910985,5.910918043,2.404900798,5.541237474,4.171486388,2.027425116,7.446712135,6.327197554,7.060807572,6.435584049,2.046916029,4.568899131,4.803115838,6.038790073,3.026261701,3.539251892,3.907266094,6.23453268,3.356741078,4.307827262,5.795969246,4.331011905,4.119359159,4.546998039,6.839697547,6.55095401,6.674956649,7.384237173,3.998073879,2.931298563,6.866932359
2011/04,5.998083167,5.872061303,5.912033177,2.864606897,5.418075867,4.201980542,1.77851521,7.212418218,5.85306628,6.426280071,5.998577227,2.067318721,4.443757584,5.218857853,6.089771182,3.105216534,3.503964389,3.922664498,5.644417672,2.948525036,4.626231629,5.684533141,3.891371554,4.078615037,4.524418124,6.811854209,6.196858639,7.500421885,6.838501072,3.955678345,2.583266649,6.721788506
2011/05,6.169796604,5.465861788,5.580716932,3.551026522,5.708473294,4.10682891,1.855142708,6.372334518,5.741290736,6.532556973,5.737182372,2.386452515,4.422932434,5.389234608,6.101171951,2.862226811,3.324650631,4.079687905,5.753122414,2.801048401,5.077438123,6.080428737,3.956000267,3.948835594,4.603097821,5.978402902,6.325600123,7.262549581,6.700657739,3.689167076,2.422700236,6.334919022
2011/06,6.287037064,5.579828419,5.61381265,3.74388926,6.290459565,4.53788718,1.988720245,6.426921681,5.964787461,7.173621874,6.04428582,2.409057477,4.958112529,5.705400671,6.613181861,2.840750097,3.43119036,5.137915383,6.042990264,2.656812011,5.194453282,6.612791889,4.477384822,3.973357552,5.249415299,5.771809246,6.343221356,8.402397091,6.611318656,3.591966447,2.44966398,6.412103339
2011/07,7.12983494,5.104337061,5.960963052,3.368819335,6.361310171,4.119741496,2.304331548,6.667457897,6.552021798,6.488867269,5.961297727,2.952701464,4.519404067,5.640777455,7.08463056,2.41006445,3.329351712,5.55563944,6.617604264,2.749376078,4.718789906,6.573379474,4.487296732,3.976527791,5.700320381,5.703748207,6.723811869,8.465428894,6.14529287,3.561709632,2.606550172,6.604213815
2011/08,7.625429029,5.948853258,6.739310531,2.875279812,6.202727904,4.848498979,2.306798723,7.236235735,7.151683713,6.566706518,6.020961652,2.812536275,4.14893819,5.524563201,6.748108357,2.761217155,3.385830625,6.082916006,6.568610929,2.715279373,4.463395703,6.04330387,4.934410943,4.441922586,5.701309344,6.951098872,7.036072704,8.964610776,6.544655527,4.434679835,2.775250628,7.463127898
2011/09,8.257312643,6.149472909,7.394240961,2.997178389,6.379095566,4.827816801,2.397067108,7.756674557,6.991124036,6.22899377,6.02928035,3.147827491,4.40164258,5.476087646,6.223010844,2.982998689,3.702695657,5.882373951,6.598792746,2.628615794,4.730459018,5.712911115,4.779512512,4.635966451,6.149063125,7.318990378,7.108815552,7.910597868,6.64418776,4.934964223,3.054924813,7.115854166
2011/10,7.575115591,6.690296863,6.543479474,3.206427362,5.846850874,4.820834649,2.348817416,7.19440913,6.670122915,5.955148076,5.777792378,2.536184078,4.026632382,5.445466895,5.869502619,3.5494099,3.546963081,5.489853421,6.398244503,2.640044503,4.6349923,5.347030755,4.890111775,4.630058939,6.056857455,7.134874329,6.985104222,7.355195233,6.818151729,4.844669162,2.892535104,7.427636381
2011/11,7.108563814,6.789705536,5.754121917,2.970088586,5.873809557,4.10852774,2.362830653,6.639289025,6.12571029,5.502132217,5.426579899,2.769709225,4.5445189,5.400869482,6.157749486,3.365143873,3.272770297,5.404697558,6.24704125,2.80032555,4.596007893,4.928081711,4.542526423,3.8130725,5.69717295,6.346185261,6.3926913,6.527789744,6.393558791,3.758995536,2.617612945,6.503239478
2011/12,6.385058951,7.002244095,4.367914595,2.715475847,5.660725489,4.423137502,2.228432377,6.102739857,6.040827375,5.369201471,5.138374114,2.096832808,4.124964534,5.273010253,5.962189977,2.697477067,2.629938216,5.228154077,5.528080466,2.903945469,4.165290649,5.29928268,4.092315267,3.224581158,4.495526902,6.160619412,6.089544749,6.797057357,5.869901599,3.232860455,2.36232028,6.025130415
2012/01,6.512756654,6.709884757,4.863746419,2.411817843,5.876942631,4.439304229,2.318581325,6.200058163,5.95283783,5.277239223,5.530190872,2.31784228,4.535394583,4.892698683,5.936197212,2.496781462,2.7554796,5.153006317,5.078643241,2.853054281,4.271739635,5.452985971,4.044739711,2.99115362,3.849187219,6.642155754,5.475085343,6.893407299,5.546948676,3.315426172,2.750930501,6.154822254
2012/02,6.535950833,6.348673461,5.4347807,2.253994242,5.999089476,4.522062282,2.206972671,6.78887498,6.304486616,6.16181079,6.426996594,2.32801893,4.1856334,4.752448734,6.118234902,2.899953786,3.22380382,4.95162321,5.342125419,2.61537229,3.865413313,5.516760361,3.617357933,2.979461694,4.093120159,6.65146429,5.231212316,7.349271258,5.243967762,3.292936801,2.757903928,6.080536116
2012/03,6.685779759,5.676462331,5.606099281,1.94074068,5.690687142,4.259641087,2.107597091,7.063753689,6.044740392,5.220657612,6.840968616,2.584740134,4.560231069,4.388060747,6.247415905,3.313648396,3.278938122,5.003128779,5.586759016,2.476111284,3.797379991,5.258195825,3.559665455,2.909042542,4.510706653,7.039580796,5.264026592,6.733755473,5.723808143,3.358530801,2.794831617,6.539077212
2012/04,6.690225235,5.725254691,5.054116005,1.945674577,5.971553039,4.114232563,2.029489447,7.142542136,6.143815422,5.571311942,6.929549253,2.218517173,4.966983177,4.925325387,5.935095412,3.672463582,3.305855558,4.935904037,6.24438355,2.27067568,3.799228409,4.690143386,3.605025124,2.597069883,4.453646368,6.288580342,5.590419289,6.05361681,6.055257388,3.072687557,2.415370097,6.218341626
2012/05,6.173607464,5.825016782,4.317204624,2.144103993,5.796883945,3.872780341,2.11700883,6.963757789,5.785785534,5.631550156,6.225672824,1.792175748,4.731404151,4.311491357,5.764116035,3.230846508,2.910665466,5.191713242,6.064943296,2.149940321,4.023599976,4.810313818,3.47210409,2.959629541,4.501769509,5.661287188,5.766162965,5.842215726,6.287388359,3.065859687,2.081661728,5.535888651
2012/06,6.071702783,6.22361957,4.867213433,2.281608269,5.514663788,3.975282371,2.17240098,6.592926105,6.327272899,6.592438675,5.940257651,1.521116522,4.624185441,4.589250785,5.837495811,2.991632284,3.1079492,4.976023709,6.332714091,2.370547284,4.052583718,4.152187711,3.982524441,3.072045697,4.084105,5.269407796,5.974392457,5.985892093,5.916455864,3.423791404,2.250792217,4.958127201
2012/07,6.276046649,6.710877383,4.704468248,2.090934424,5.577723134,4.249813675,2.168583162,6.297304955,6.665479463,7.224285875,5.758578413,1.828839799,3.997486655,4.009942277,5.825244401,3.056731388,3.172079032,5.040256178,5.847881585,2.657214606,4.063683967,4.51183468,4.102443278,3.443421993,4.366427362,6.233743991,5.626097401,6.860328042,5.866934322,3.569156272,2.429377224,4.573229005
2012/08,6.387908106,6.982904565,4.979535957,2.056188052,5.119427642,4.698446932,2.322611563,6.489100427,6.686351035,6.204978077,5.935580398,1.81783946,4.839921057,4.85351551,5.867347949,3.760123663,3.505360659,5.622393603,6.01631241,3.192010852,3.996138154,4.531784465,4.741874001,3.273179892,4.791421361,6.916695464,5.326084794,7.172798368,5.813121465,3.665213685,3.146038084,5.279712717
2012/09,6.310494682,6.940521424,4.819062346,2.278429779,5.29678117,4.768067817,2.396601233,6.528334294,6.38142581,5.415200776,6.064600831,1.64975706,4.585058893,4.827066368,5.927911145,4.308379649,3.687032501,5.779630193,5.798430193,3.205999666,3.786975245,5.004456677,4.763403941,3.590771405,5.054617069,7.309685214,5.667700963,7.349855287,5.716332506,4.014618654,3.603435778,5.069965774
2012/10,6.231232628,6.115605511,5.284510134,2.206444707,5.004774069,4.469458297,2.532617775,6.458482134,6.425394101,4.711137726,5.963200198,1.663743472,5.9542022,5.386016538,5.963976306,4.239562747,3.890215223,6.005994315,5.644919752,3.002636056,3.68739704,5.485250441,4.624961544,3.589544327,5.286453985,6.628106106,6.006067308,7.061025861,5.796261719,3.944677443,3.360644936,5.1175607
2012/11,6.189629515,5.935161636,5.498974117,2.010721073,5.846767778,4.654870161,2.312502528,6.904276811,6.081716578,4.718689311,6.206110348,2.165253088,5.060521425,5.316008355,5.782365967,4.01956185,4.035564564,5.860704989,5.629379686,2.500617317,4.030698202,5.324505176,4.660255573,3.596246886,4.672982862,6.665178081,6.306228918,6.576336049,5.924306832,3.578967423,3.010249355,4.9850537
2012/12,6.042383238,5.780499737,5.587403675,2.090492721,5.668275712,4.828134215,2.478545039,5.597706675,6.037938116,5.603799811,5.604683054,2.791004027,5.190221698,5.313503705,5.682750785,4.079504831,4.018510167,6.176993746,5.496699791,2.534025189,4.114039903,5.756967749,4.27905868,3.015508029,4.744262869,6.168893447,5.735284649,6.135726499,5.844535444,2.500942998,2.307166966,5.390991389
2013/01,6.345132945,5.740604713,5.481416039,2.405407929,5.889248961,5.999087504,2.246787692,5.408518015,5.961654981,5.846401976,6.105113856,2.85006669,4.973550731,4.897860024,6.410183912,4.095749017,4.019596026,5.910531899,6.132127405,2.841189185,4.193067173,5.486770682,4.01434506,2.902326091,4.354381178,5.724019947,6.548889775,6.062727325,6.201190785,2.558137619,2.986016326,5.493533458
2013/02,6.235125755,4.890927794,5.014524296,2.503324797,5.05627185,5.940157753,2.49616596,4.921248284,5.961437284,6.156036327,5.886725883,2.477649194,5.482101343,4.404342424,6.69236146,3.792172995,4.297470969,5.274562964,6.302318767,3.134694602,3.580986406,5.845642576,3.742109538,2.994054962,4.244765111,4.949540472,6.877520942,6.059895304,5.706015338,2.723165477,3.012995678,5.197013655
2013/03,6.206254646,4.375255457,4.657746276,2.448265569,5.520373605,5.62398414,2.432364082,5.357090672,6.295231723,5.985521297,6.275676327,2.057311846,5.299623223,4.353786546,6.283016352,3.622940684,4.090175002,4.745134373,6.470953833,3.006480006,3.903012232,5.189582491,3.96666493,3.322496952,4.121070455,4.733147216,7.170357183,7.321834122,5.63995808,2.781641076,3.31386978,5.395699985
2013/04,5.409361152,4.32868987,4.778610857,2.300956666,5.377595045,5.286149337,2.428505911,5.632817745,6.37795759,5.744766196,5.604177717,1.984720605,4.847143279,4.223392775,6.016342259,3.673321323,4.047143928,4.72264377,6.132413602,2.783275615,4.012127544,4.643750804,4.374171059,3.658234478,4.181762689,4.578748229,6.151442479,6.730521559,5.445293334,2.802424179,3.028075,5.317357772
2013/05,4.967298173,4.615744559,5.340426115,2.682964498,5.786191587,4.842135535,2.494924232,5.801246237,6.663712632,5.300295734,5.39868526,1.821032832,4.431786079,4.422309929,5.48095042,4.167978264,3.717500159,5.236110855,5.744553094,2.836263741,4.16820972,5.607966076,4.446037654,3.675751871,4.694032091,4.845453627,6.56829828,6.803494908,5.909768013,3.123660259,2.930118634,5.202849307
2013/06,4.758346129,5.267410058,5.76616284,2.612339541,5.935777754,4.873629319,3.044281883,5.792749703,6.838641944,5.22306091,5.7913974,2.221341665,4.513909206,4.511085101,5.782914054,3.9957397,3.731250513,5.316600537,5.599430865,2.685342639,3.918781818,5.927093876,4.766032823,3.762433924,5.069742493,5.53214621,7.103380648,6.259818324,5.821929951,3.742833477,3.174621609,4.929647092
2013/07,4.74159099,5.563255723,5.927094823,2.589610396,5.91946005,4.295528308,3.164823715,5.435547682,6.213769089,6.023981318,5.9460976,2.408170652,4.845223493,4.849919831,5.904185638,4.20184217,3.677778124,5.876585933,5.630703954,2.616654607,3.594074202,6.223347377,4.426681352,3.463549075,5.838593201,5.73828085,7.339155039,7.032472441,5.904169895,3.726847472,3.266240286,4.049465053
2013/08,5.040134454,6.154632063,5.663405534,2.25621265,5.791845932,4.714309878,3.164408172,4.809452899,6.079877705,6.635614929,5.943548539,2.943840476,4.645664266,5.421403,5.924438484,3.571715731,3.970183718,5.54870614,5.585132574,2.395244819,4.237782673,4.910045317,4.406497219,3.346405896,6.025275052,6.433896162,6.67620782,7.052150781,5.889583368,4.44015747,3.366330555,4.579808634
2013/09,5.949585466,6.438680589,5.816673375,2.55267063,5.791029129,5.248227699,2.749067983,5.159821217,5.668293544,7.11648096,5.669889758,2.90955699,5.073877975,5.622109291,6.042983851,4.606968481,4.313706014,6.057108877,5.840714639,2.842916186,4.422364361,4.736930432,4.225610895,3.477333917,6.173260001,6.232481262,6.585784313,7.691352276,6.285669096,4.203004354,3.432366589,4.534948532
2013/10,5.998580842,6.29608746,6.18553364,2.497732084,5.572791965,5.638124308,3.351599769,4.997797654,5.686083508,6.796173195,5.784731922,2.813481085,4.769918743,5.567640031,5.662345718,4.400560034,4.992401346,5.721757946,5.663951646,3.278729849,4.593078434,5.553037578,4.406419809,3.685522525,5.24602786,6.230389461,6.845235643,7.33820476,5.847662799,4.243994706,3.293338228,4.760459441
2013/11,6.434002332,5.892920635,5.775796852,2.480128727,4.979582907,5.386210259,3.539839688,4.781704372,5.433374439,6.413866433,5.44079542,2.779797538,5.491277271,4.951228914,5.303874189,4.914663705,4.637760104,5.498553696,5.550749625,3.444052658,3.841576339,5.665473544,4.767951093,3.511291125,5.275872146,5.485227599,6.837587598,7.133208973,5.319297945,3.917259016,3.209818307,4.208135668
2013/12,5.837043951,5.129076584,4.773242049,1.934268762,4.966661645,5.058039242,3.58064655,4.490044629,5.273044778,5.713955277,5.123708208,2.554920585,4.921232902,5.129854195,5.081298833,3.946694171,4.255421861,5.242429113,4.75122894,3.03881866,3.490963792,6.149521707,4.153551963,3.036674087,4.841750554,5.748597611,5.977711227,5.896033214,4.767035865,3.556123436,2.500257672,3.913780471
2014/01,6.174122358,5.483969063,4.19209901,2.51918989,5.036041692,4.636707161,2.914853216,4.679915646,5.72502646,5.246825468,4.996807346,2.366779329,4.842896381,5.151567472,5.607141543,3.616465013,3.352989476,5.014920828,4.760706815,3.043677176,3.466373315,4.991870827,4.314219749,2.695720815,4.830919421,6.064701672,5.846828111,5.55085174,4.444474365,3.391101973,2.523136446,4.46424826
2014/02,6.33214961,5.757343214,4.693874472,2.368069153,5.659801174,4.788515209,2.669338523,4.853275662,5.836433101,5.399214442,5.235541736,1.900476728,4.269523675,5.444751102,6.004917673,3.371794642,3.296543773,5.203975666,4.997101708,2.889345187,3.76708374,4.983078138,3.952821301,2.777072638,4.269561343,5.386263313,6.428059463,4.90314316,5.206785202,3.030616789,2.470667506,4.986818987
2014/03,6.326910672,5.948873417,5.30650595,2.662079006,6.345012777,4.317714482,2.738408219,4.867084565,6.270207072,5.651984277,5.167167782,2.05767786,4.545591549,5.230413112,6.033320514,3.24446171,3.505729447,4.995550257,5.617210908,3.381065638,4.0107173,4.852573757,4.949857181,2.798578001,4.784832844,5.13833628,6.759339314,4.834548552,5.318833422,3.463737244,2.518535705,5.520266184
2014/04,5.845828695,5.357438439,5.145879355,2.634733619,6.214091868,4.203086768,3.140119214,4.249874307,6.508557725,6.061045715,4.729890922,1.708446866,4.141330633,4.751861004,6.250802696,3.134156488,3.989333001,5.086208224,5.217545686,3.077705125,3.941961992,5.687184106,4.86573958,2.787493666,5.404788521,4.541907143,6.544864917,4.713758752,5.856064666,3.370939877,2.417894836,5.008910471
2014/05,5.666033645,5.426818537,5.173731754,3.189781576,5.917308556,4.171780602,3.259104409,3.563517325,7.18270327,6.143569678,4.555008146,1.848544406,4.246811938,4.857398008,6.198386173,3.349366,3.891227681,5.765698515,5.323983061,3.239811128,3.796191608,5.885200077,4.741987481,2.939422814,5.762860859,4.901819604,6.411499143,5.169187906,5.586367857,3.671219066,2.238961301,4.849442217
2014/06,5.730045348,5.548492445,5.060335854,3.253723687,5.339251143,4.418094604,3.29368072,3.194195589,6.933025492,6.1069219,4.620781837,1.520689347,4.080036019,4.987397639,6.544760296,3.198157415,4.038782149,6.075750075,5.42407075,2.549035185,4.080422427,6.018796679,4.488413103,3.192536432,5.647347814,4.835868154,6.654426065,5.138540277,5.827724231,3.671965738,2.277906484,4.542683725
2014/07,5.954981532,6.146819818,5.890195992,2.9322803,5.057324172,4.775725635,3.213057591,3.67367225,7.262159249,5.789831717,4.391698945,2.13112577,4.485749856,5.618450829,6.192304925,3.591032705,4.105739188,6.63719344,5.875038758,2.668371982,4.20344973,6.892219169,5.29648983,3.317908251,5.797092594,5.603889185,6.471831569,5.911175877,5.721663493,4.116141556,2.517751643,4.605510164
2014/08,5.829105671,6.061351516,5.901558887,2.712574331,5.16542325,4.859632452,3.581607151,4.162311012,7.147960962,6.052466167,4.726098179,2.045348014,4.63063804,5.781217577,6.407670267,3.157313246,4.39473258,6.783449367,5.857000599,2.621187545,4.297347276,6.336542533,5.609354305,3.130685826,6.05855006,6.21963892,6.415665328,5.83267282,5.959819779,3.888778438,3.179568166,4.320574694
2014/09,6.141086877,6.093386019,6.780083698,2.823228747,4.655331131,5.095077045,3.644414862,4.589520256,7.412516159,6.249568967,5.064261532,2.072455357,4.728904646,5.909015513,6.133912866,3.546692357,4.82197265,6.865005874,5.620854783,3.145662363,4.174258308,6.961703335,5.660280649,3.337680675,6.092136884,6.812811519,6.447437727,6.07302067,6.045023352,3.825703506,3.325877909,4.505984563
2014/10,6.279150906,5.667576102,6.785675129,2.865779246,5.003037667,5.461545192,3.433406981,4.776990198,6.928810039,6.163925102,5.378588704,1.793066873,4.127970119,5.741261385,5.797329541,4.024602565,4.16687967,6.305414464,5.188824088,3.13535751,4.021820661,5.743774717,5.059907963,3.238223989,5.667344521,6.082982311,6.161326652,5.531459322,5.507474333,3.530353538,3.283977879,4.558170472
2014/11,6.208571774,5.463999605,6.847068303,2.746970844,5.158781966,5.139488218,3.179057442,4.673121603,6.358847903,6.17702565,4.953845747,2.21674963,3.946601379,5.194399755,5.593569975,4.241072489,3.953287744,5.351696086,4.75225928,2.927403924,3.839712493,6.324695329,4.907242882,3.332820515,5.01961326,5.815920268,6.39849351,5.093170363,4.97035206,3.584988159,2.64314966,4.683503254
