Periodo,Aguascalientes a/  ,Baja California a/  ,Baja California Sur a/  ,Campeche a/  ,Coahuila de Zaragoza a/  ,Colima a/  ,Chiapas a/  ,Chihuahua a/  ,Distrito Federal a/  ,Durango a/  ,Guanajuato a/  ,Guerrero a/  ,Hidalgo a/  ,Jalisco a/  ,México a/  ,Michoacán de Ocampo a/  ,Morelos a/  ,Nayarit a/  ,Nuevo León a/  ,Oaxaca a/  ,Puebla a/  ,Querétaro a/  ,Quintana Roo a/  ,San Luis Potosí a/  ,Sinaloa a/  ,Sonora a/  ,Tabasco a/  ,Tamaulipas a/  ,Tlaxcala a/  ,Veracruz de Ignacio de la Llave a/  ,Yucatán a/  ,Zacatecas a/  
2009/11,7.223446435,7.547658696,6.384342578,3.526322225,8.051528936,4.700922792,2.858599766,8.749281186,7.338692417,6.948220885,6.780006233,1.849693488,6.53147756,5.264239122,7.687016762,3.504106292,4.146585646,3.772906185,7.594388775,1.996715972,4.043942875,8.245606458,5.936430032,4.18169671,5.753419464,6.978349114,5.553224579,6.499772245,6.807237966,3.184102061,3.090703592,5.150190961
2009/12,6.776776441,6.560870038,5.639838808,3.420525093,7.11319747,4.255008221,2.606859302,8.572983291,6.347925946,7.114086022,5.787272142,1.905293279,5.617636643,4.718677618,6.599523891,3.621541631,3.497144244,3.733357032,6.595277444,2.018914445,3.513414003,8.113438682,5.554370125,3.706996704,4.998392839,6.288420486,5.913698651,6.42401266,5.916286262,3.127196481,3.094320088,4.611534918
2010/01,7.139541718,6.113371455,5.408130027,3.472407561,6.892273793,4.650589876,2.771478058,8.660860597,6.339993249,6.117546643,6.088120922,1.911815604,4.810021797,5.038196978,6.604440112,3.206124024,4.069517368,3.241314876,6.826443082,2.385936998,3.546156583,8.371805453,5.141482631,3.883234115,4.67479754,6.545512103,6.221776353,6.091746283,6.129982728,3.415527461,2.834808901,5.227199662
2010/02,7.286357628,5.739321034,5.203518621,2.789551035,7.487902041,4.634533558,2.469249321,9.178966025,6.466538465,5.184267884,5.629131895,1.815740457,4.868425678,5.293509055,6.647097441,3.35680868,4.326754675,3.666452648,6.742582606,2.530293013,4.160646893,7.926430335,4.912357849,3.894946111,4.122140491,6.95406657,6.469505896,6.908466688,6.474368695,3.156237285,3.149882475,5.587430043
2010/03,7.549694825,5.76395548,6.214982082,2.625374769,7.922169816,4.422534434,2.314749266,8.644547651,6.360998141,5.35264641,5.551579924,2.282457447,4.038218579,5.106029614,6.917781991,3.164047576,4.203105375,3.648513582,6.863359743,2.811629182,4.321075977,6.575115444,4.824426963,4.145401735,3.716517678,7.540798589,6.962121237,6.191680565,6.490687712,3.180366615,2.889403927,5.902528899
2010/04,7.258249762,5.268753813,5.772555785,2.776393802,8.267079995,3.926053232,2.328609914,8.434626803,6.268293567,5.334378466,5.503623801,2.038680604,4.072746915,4.679667694,6.36679844,4.234935966,3.69476537,3.793385595,6.8871503,2.640835266,4.106565508,5.882373685,5.206292765,4.24435272,4.200234318,6.746697986,7.242585635,6.173621383,6.865961307,2.712691491,2.86099089,5.705571651
2010/05,6.657314191,5.350964118,5.731667615,3.225781095,7.671026579,4.221618161,2.350635801,8.243966095,6.317145994,5.126410603,5.817735317,1.828813334,4.050198874,4.58463355,6.118227749,3.805007306,4.217178595,3.690062235,6.412461669,2.411546095,4.06611219,6.454941468,5.068578466,3.838658035,4.61176917,6.179917685,7.499916507,6.178007057,6.355081128,2.756113982,2.668992743,5.335025199
2010/06,6.434793406,5.303114746,4.939375876,3.366348405,7.861546313,4.1248581,2.581721801,6.649201624,7.39690167,4.596625912,5.837697439,1.533249446,4.31953451,4.88985242,6.110715784,3.798342266,4.508338898,3.797375417,6.500687469,2.063362887,3.913620347,7.008855764,5.355271148,4.067191995,4.536030969,6.213265266,7.028095063,6.735817883,6.426143658,2.605115741,2.726742738,5.066857831
2010/07,5.805050913,5.673168368,5.479407164,3.295500583,7.492184425,4.7064325,2.524784028,6.692905286,7.457515311,4.678546178,6.093102662,1.319807256,4.600451974,5.415490216,6.253977127,3.118244508,4.362260018,3.876455708,6.635415522,1.806176797,3.760733442,7.319239459,4.847062589,3.865220112,4.418738468,6.937109532,7.004855203,6.934808818,6.196979672,3.477266899,2.682998045,4.491813835
2010/08,6.48751311,5.582778638,5.777973073,3.423168513,7.539671296,4.468748223,2.818888256,6.693170271,7.353071337,5.078885948,6.219933592,1.759910056,4.225331591,5.74685281,6.370591814,3.462886793,4.037597759,4.417466202,6.570459401,2.040529606,3.458923606,6.353633395,5.558148316,3.913901187,4.785717632,8.118373564,7.634545949,7.445611129,6.410506438,3.544394416,3.117115968,4.26665459
2010/09,6.348468798,5.929732802,6.395151523,3.630771837,7.693683,4.875225322,2.853220462,7.716383747,6.851974967,5.759197446,6.514132012,1.918020509,4.619784093,5.799311786,7.120047216,3.691713202,4.301480761,5.09225046,6.776077336,2.136260333,3.657836148,6.326338245,5.281045489,3.645651462,4.943736653,8.041986032,8.0320818,7.984080228,6.850484834,3.790565671,3.562949996,4.163518459
2010/10,6.835181786,6.026246816,6.592343653,3.421158909,7.312079113,4.452780291,2.918718086,6.799405279,7.039868305,5.874112445,5.689868631,2.207523521,3.967076864,5.619266096,6.988403973,3.878950333,4.517968823,5.000831491,6.051680052,2.411775659,3.942799585,6.561953714,5.7998472,4.078041177,5.050220026,8.637187655,8.838140177,8.290192971,6.910553211,3.440540447,3.660147439,4.550609129
